SESSION_IDENTIFIER,LAP_NUM,CURRENT_LAP_TIME_MS,NORMALISED_LAP_TIME_MS,maxBrake,maxBrake_S1,maxBrake_S2,maxBrake_S3,aveBrake,aveBrake_S1,aveBrake_S2,aveBrake_S3,minThrottle,minThrottle_S1,minThrottle_S2,minThrottle_S3,aveThrottle,aveThrottle_S1,aveThrottle_S2,aveThrottle_S3,ValidLap,ValidLap_4wheels,firstBrakeDist,firstBrakeLateral,firstBrakeSpeed,steeringIntensity,steeringIntensity_S1,steeringIntensity_S2,steeringIntensity_S3,steering2,timeDecreasingThrottle,timeDecreasingThrottle_S1,timeDecreasingThrottle_S2,timeDecreasingThrottle_S3,timeIncreasingThrottle,timeIncreasingThrottle_S1,timeIncreasingThrottle_S2,timeIncreasingThrottle_S3,timeSameThrottle,timeSameThrottle_S1,timeSameThrottle_S2,timeSameThrottle_S3
10674276349385396e3,2,12946,12874.018192981155,0.8501259088516235,0,0.8501259088516235,0,0.0809976128077815,0,0.17749042110922525,0,0,1,0,1,0.7654685304973211,1,0.4860701711767394,1,0,1,0.21691437153952595,0.14966106795439346,330,0.0746563075809405,6.87556151066899e-4,0.060538039365843455,0.15371439483326038,0.08732447501891337,1601,0,1601,0,2035,0,2035,0,9260,2052,2353,4855
16695054992817e6,1,12946,12878.858789795777,1,0,1,0,0.12137043749003881,0,0.25878985844983543,0,9.765774011611938e-4,1,9.765774011611938e-4,1,0.8087573773408123,1,0.5922264739994174,1,0,1,0.25442067568811016,0.12116865721774651,335,0.07727117837041322,0.0011867119006540223,0.06349039366638048,0.1299340885220033,0.09188687390748891,1152,0,1152,0,2203,0,2203,0,9541,2052,2701,4788
13399e15,1,12961,12879.37656291383,0.848157465,0,0.848157465,0,0.08772067210176974,0,0.1888083037619049,0,0.081208527,1,0.081208527,1,0.8190331316504422,1,0.6104903595523808,1,1,1,0.248739948440749,0.144809776159416,316,0.05890024305393662,8.710959796015061e-4,0.04666584047575501,0.08888144706380696,0.07054164714601771,876,0,876,0,1953,0,1953,0,10095,2164,3118,4813
17849857623809577e3,3,12963,12879.765883582206,1,0,1,0,0.0820770221378872,0,0.18042793659621797,0,0,1,0,0.9713893532752992,0.7488969370996686,1,0.44990752444297466,0.9977494502554134,0,0,0.2779478597783068,0.13003405891770908,332,0.06471786858800087,3.728605179971232e-4,0.05807490538436903,0.08392614087195512,0.07921101727332304,600,0,450,150,3437,0,3037,400,8860,2052,2353,4455
1619827108851736600,1,12946,12881.425117000066,1,0,1,0,0.11956398200619123,0,0.25284842096391286,0,0,1,0,1,0.8132336114843689,1,0.6050350144505501,1,1,1,0.27799803320791727,0.1396990936618212,328,0.06081729541183633,1.9803186842695845e-4,0.053555960504382195,0.05960875203431169,0.07849470586468948,100,0,100,0,100,0,100,0,12696,2052,5906,4738
413796e13,3,12963,12882.286245207508,0.9969787,0,0.9969787,0,0.11501978984931512,0,0.24455664055339804,0,0.030289158,1,0.030289158,1,0.8372290174474886,1,0.6539141244757283,1,1,1,0.2662843477875771,0.13242537787422115,324,0.05672824972306196,3.886684348496812e-4,0.04618374850515286,0.09367166927595609,0.067034137357077625,866,0,866,0,1835,0,1835,0,10196,2036,3355,4805
115699e14,2,12979,12883.360452341076,0.835706115,0,0.835706115,0,0.07815154587982819,0,0.1717859451886793,0,0,1,0,1,0.8284228425493565,1,0.6228539840943397,1,1,1,0.28600566083381795,0.10921782967803575,317,0.07077037689808485,0.0021921634693195407,0.05594337617232549,0.16831956331049058,0.08684773865665235,167,0,167,0,551,0,551,0,12195,2152,5155,4888
920384e12,2,12962,12886.350263521124,1,0,1,0,0.08535024894849809,0,0.18585614957943916,0,0,1,0,0.62561094799999994,0.8785123223905582,1,0.7410796418317755,0.9931573800113637,0,1,0.28974418067653956,0.16776162985867937,306,0.06824291669746407,1.287976004729394e-4,0.05682992161879932,0.016136934701872163,0.08535480368443113,399,0,349,50,751,0,634,117,11712,2118,4940,4654
9380732602589082e3,2,12962,12889.363876484462,1,0,1,0,0.11980879338682873,0,0.2544699165323552,0,0,1,0,1,0.8431637354398048,1,0.6668849587440491,1,1,1,0.26947374736708696,0.1302879267989742,332,0.08261326551611285,0.0011137195480004304,0.07208406995401823,0.10224283128080895,0.10517661192489841,250,0,250,0,484,0,484,0,12162,2052,5356,4754
816731e13,4,12962,12890.229367457736,1,0,1,0,0.10706632111637926,0,0.23214379905607468,0,0,1,0,1,0.8547180533060345,1,0.684996152962617,1,0,1,0.31216596607204894,0.2253598855326368,309,0.0697780519585357,0.0010778936389421844,0.056436745323407554,0.09498937851239891,0.08538882886810345,451,0,451,0,1834,0,1834,0,10594,2102,3638,4854
3397261924944538600,6,12962,12894.55830037404,1,0,1,0,0.11258396141000068,0,0.2440895970065555,0,0,1,0,1,0.7783392257844056,1,0.5194245399359391,1,0,1,0.2749627865309505,0.14494114410685058,332,0.09096349726789137,4.127044630855321e-4,0.07852132558441237,0.11868679931319005,0.11321721044283865,900,0,900,0,2152,0,2152,0,9844,2052,2904,4888
920384e12,4,12945,12909.631860676742,1,0,1,0,0.0893029305361701,0,0.19253384106422025,0,0,1,0,1,0.8799010995914895,1,0.7410711780183488,1,0,1,0.2928432335874433,0.18167210864998337,311,0.06645797728839428,0,0.055340537971182345,0.18781414638837798,0.08307355030212764,585,0,585,0,582,0,582,0,11695,2085,4789,4821
833868e13,2,12988,12911.105688935771,0.69594872,0,0.69594872,0,0.06518453410964904,0,0.14570660565686266,0,0,1,0,1,0.8434762323991226,1,0.6501233430098038,1,1,1,0.26953860339685476,0.1331282397061643,303,0.07562615076083591,0.0021051109646578092,0.0647970747345038,0.10283755552512418,0.08639296985526315,317,0,317,0,1119,0,1119,0,11469,2286,4386,4797
11299273667375776e3,2,12996,12912.35300553696,1,0,1,0,0.1176063083513989,0,0.24784800520336076,0,0,1,0,1,0.8136212796995451,1,0.6072183993668099,1,1,1,0.2337030760520794,0.1547149651885652,329,0.06300580596128104,6.79410443215944e-4,0.04993173270625941,0.13372583832310003,0.07974310886399019,500,0,500,0,1552,0,1552,0,10861,2052,4004,4805
12820291459828183e3,3,12979,12915.39066622999,1,0,1,0,0.11997879293653366,0,0.25795440481354787,0,0,1,0,1,0.8755485018527556,1,0.7324292789834238,1,1,1,0.2813405367710653,0.12216959328880732,333,0.13739300379559294,0.0010848153484627483,0.13168108109319843,0.025045851468363266,0.18034034716509126,200,0,200,0,451,0,451,0,12245,2002,5355,4888
3397261924944538600,4,13012,12917.56115503998,1,0,1,0,0.12762893359518432,0,0.27318920496820404,0,0,1,0,1,0.8137206890436901,1,0.6012699046472378,1,1,1,0.2686596810542024,0.1420046741298832,332,0.10152495048508316,5.767056109911642e-4,0.09156101170490005,0.07739690948048802,0.1285886009690784,450,0,450,0,1051,0,1051,0,11445,2052,4539,4854
103535e14,3,12962,12919.047570031837,1,0,1,0,0.09528026528510622,0,0.20732279946296298,0,0,1,0,1,0.8733052909702127,1,0.7243216979444443,1,0,1,0.2863152024665755,0.19005600168887793,316,0.06017453558505352,3.1723243653857e-4,0.051753853897148545,0.18310680320388822,0.07636007994468087,199,0,199,0,435,0,435,0,12262,2086,5371,4805
465775e13,3,12996,12920.443032711451,1,0,1,0,0.10487173649572665,0,0.22722209574074062,0,0,1,0,1,0.854461627034188,1,0.6846668585740742,1,0,1,0.2880398065405211,0.20658177132317168,316,0.06071601662746163,0.0023273002876825757,0.049635061666260506,0.07811138994205777,0.0760298356897436,617,0,617,0,1202,0,1202,0,11111,2152,4121,4838
765972e13,3,12988,12925.207603162791,0.721858561,0,0.721858561,0,0.08911575400000012,0,0.19072437071028042,0,0,1,0,1,0.8213746910087334,1,0.6177084508504673,1,0,1,0.25890423310354604,0.13349590007564055,316,0.06930504181144098,5.201174700293079e-4,0.057789057354782736,0.08365493681566812,0.0838054150262009,559,0,559,0,568,0,568,0,11811,2152,4837,4822
50719e14,1,13012,12927.594321093571,1,0,1,0,0.10844388065811944,0,0.23496174142592613,0,0,1,0,1,0.8618567811410259,1,0.7006896924722221,1,1,1,0.29571749987246915,0.1661226472523415,316,0.06524296518080969,0,0.05837521990494169,0.14425289028177413,0.08381081565811964,234,0,234,0,766,0,766,0,11929,2102,4973,4854
133853e14,2,12979,12928.31009462266,1,0,1,0,0.09978855206437753,0,0.2193465342547171,0,0,1,0,1,0.8795334926480689,1,0.7352009791226415,1,0,0,0.28959790329279067,0.19908734277497148,313,0.09769347100051552,0.003111894953674197,0.08240135421162538,0.14450214590902521,0.121358929111588,434,0,434,0,568,0,568,0,11894,2152,4837,4905
13253e15,3,12979,12928.827093167967,1,0,1,0,0.10791747921367505,0,0.23382120496296305,0,0,1,0,1,0.8883082271282052,1,0.7580011587777781,1,1,1,0.30339956612848706,0.1835640928177133,312,0.07002766381648248,0,0.059432255422643875,0.1877051984982191,0.08970125871367525,117,0,117,0,150,0,150,0,12679,2135,5706,4838
4486621736790789e3,4,12979,12929.58530757254,1,0,1,0,0.0981863084706318,0,0.2155106262194381,0,0,1,0,1,0.8331518750422021,1,0.6337825053892399,1,0,0,0.2719114758999963,0.1569001288912463,331,0.06991063387732824,6.238431133496421e-4,0.0615933274870663,0.010917246137204283,0.08579574601762267,216,0,216,0,335,0,335,0,12395,2052,5338,5005
5281819728018242e3,3,13029,12932.083634241772,1,0,1,0,0.07675594389150978,0,0.17137749541293976,0,0,1,0,1,0.827746852369382,1,0.6154002996868103,1,0,0,0.2886432088598484,0.11443130751950814,307,0.06512453455259803,0.0010669825594217428,0.050616196255447644,0.08956020665784802,0.07602333436478706,350,0,350,0,2503,0,2503,0,10093,2353,2952,4788
672326605027876e4,2,13013,12938.833249580646,1,0,1,0,0.12549879749370277,0,0.26862965744519846,0,0,1,0,0.9781490564346312,0.8129294576252809,1,0.6038508217027488,0.9946678360712897,0,1,0.2712914461611362,0.1885934698280529,331,0.06348325038660156,5.469437351829478e-4,0.05116422649584435,0.11336702254596055,0.07723580769437217,1001,0,551,450,3203,0,2552,651,8759,2052,2953,3754
15398653514074268e3,3,13012,12939.4884133312,1,0,1,0,0.12193201652019636,0,0.2588556744158268,0,0,1,0,1,0.8150654881329608,1,0.6073931264462039,1,1,1,0.27419288221572574,0.21986361000315816,330,0.06586881727527027,5.973852905830882e-4,0.058947300561041804,0.05599430283566327,0.08453662035136159,150,0,150,0,1101,0,1101,0,11695,2085,4855,4755
206584597405881540,6,13012,12942.589219394613,1,0,1,0,0.10759454488063873,0,0.23030567871145002,0,0,1,0,1,0.8630799722055903,1,0.7069232462913049,1,1,1,0.26906126487486065,0.16393377701916045,332,0.13998097880782712,0.0016980631088997157,0.13026215732280916,0.06644796179345511,0.18515797921117427,400,0,400,0,900,0,900,0,11662,2052,4756,4854
8333785365183354e3,1,13012,12944.152809375257,0.9719539284706116,0,0.9719539284706116,0,0.090931045330169,0,0.19463752678110566,0,0,1,0,1,0.8481802736538461,1,0.675030503110298,1,0,1,0.2627100468011487,0.15586668381426064,331,0.1278938525048249,2.968280262230527e-4,0.1201617871022518,0.07429127655838341,0.16819468356002745,350,0,350,0,501,0,501,0,12095,2052,5205,4838
206584597405881540,1,13029,12945.584420291802,1,0,1,0,0.13502939129897992,0,0.28323238174908055,0,0,1,0,1,0.8522265456804585,1,0.6900361689882795,1,1,1,0.2706770837182695,0.12100002427248607,333,0.10427045124315713,3.7657511815377743e-4,0.0960963711470101,0.07220912165273169,0.13983469066909687,200,0,200,0,350,0,350,0,12413,2052,5606,4755
16448538139788694e3,6,13012,12947.66257751186,1,0,1,0,0.11025812760225584,0,0.23600706652053102,0,0,1,0,1,0.8633075606322422,1,0.7074103983781062,1,1,1,0.2580262961976324,0.11256431821874716,332,0.1195592391238994,0.0022383160830163917,0.10928901822446695,0.1461507598524047,0.1516979500427269,300,0,300,0,550,0,550,0,12096,2036,5206,4854
12820291459828183e3,2,12996,12947.665311279914,1,0,1,0,0.10635210684425103,0,0.22954329727217532,0,0,1,0,1,0.8882949230473305,1,0.7589032089104877,1,0,0,0.2727747222692601,0.14663828799571105,333,0.13611820347142267,7.253676815891439e-4,0.12972300358038852,0.030555759145610654,0.17741028134749956,301,0,301,0,450,0,450,0,12195,2052,5238,4905
10851171156448092e3,6,13012,12950.861902025925,1,0,1,0,0.11863801132125308,0,0.2518626633787254,0,0,1,0,1,0.8178793314456017,1,0.6133667774132036,1,1,1,0.2525044768050895,0.16692164351185432,330,0.07437719478092543,8.205839055366616e-4,0.06277661029079165,0.08311418719405488,0.09370069772397936,550,0,550,0,1401,0,1401,0,10995,2052,4155,4788
413796e13,1,13004,12953.004123090212,0.588555753,0,0.588555753,0,0.0844101792752293,0,0.1786545541941747,0,0,1,0,1,0.7551842521100921,1,0.4818462811650486,1,1,1,0.2708330892011389,0.17161322660697667,323,0.0671703719529861,1.4941316096024444e-4,0.05842800174697886,0.06778684101264747,0.08245289372844038,1034,0,1034,0,1986,0,1986,0,9935,2086,2961,4888
967483616622588e4,4,13029,12956.631919730233,1,0,1,0,0.11932711803775051,0,0.2554192030725399,0,0,1,0,1,0.819034422008846,1,0.6126439281015786,1,1,1,0.2849728402561553,0.11090174244420054,332,0.07632710167440818,8.800300511100219e-4,0.06411179813008533,0.11098189211779177,0.10012416429150184,300,0,300,0,351,0,351,0,12312,2052,5405,4855
1135105433518051e4,2,13013,12958.649393582537,1,0,1,0,0.11193225711485866,0,0.23681535389589936,0,0,1,0,1,0.8076929319067858,1,0.593135459240803,1,1,1,0.2804705928930694,0.1979737333680836,326,0.06280285801022319,9.13800073122241e-4,0.04891450369569317,0.09854307277032485,0.07662794704567943,401,0,401,0,1434,0,1434,0,11112,2102,4205,4805
15372593357756748e3,1,13013,12961.587169338756,0.9799954295158386,0.00196841382421553,0.9799954295158386,0,0.09614986625255534,7.101027749297094e-4,0.2055677780631374,0,0,1,0,1,0.8035797429896715,1,0.5795632515233475,1,0,0,0.02670257626903117,0.24416558799197785,309,0.0755570970756345,0.0017163806769791101,0.06253363155361011,0.10187581081166155,0.09721440372254359,651,0,651,0,1184,0,1184,0,11112,2052,4205,4855
321882000617768260,3,13046,12967.215110710224,1,0,1,0,0.12859025977293007,0,0.2729907973867949,0,0,1,0,1,0.8000572062381556,1,0.5755312820957578,1,1,1,0.2877982890908191,0.13015184632989896,333,0.08538269987446795,8.114511593776264e-4,0.07320721169736272,0.09551151496970423,0.10896466718466898,150,0,150,0,1151,0,1151,0,11662,2002,4805,4855
12702044508946735e3,6,13046,12967.967567537418,1,0,1,0,0.11453392487019298,0,0.24408869234631278,0,0,1,0,1,0.7967710731121207,1,0.5668891722061593,1,1,1,0.2531396020579119,0.18709193615563993,335,0.07322341297932392,0.0014090223054981181,0.06226367357240041,0.014075631256838621,0.09182140034836253,1552,0,1552,0,1951,0,1951,0,9493,2035,2603,4855
573841e12,3,13029,12970.070281563438,0.776664138,0,0.776664138,0.065873198,0.07498065929914541,0,0.16806384384615378,7.426057333333343e-4,0,1,0,0,0.8246966616324787,1,0.6777966556923075,0.916535184777778,1,1,0.30752150212664936,0.1491026451432038,307,0.08662817262738237,4.7998802991103056e-4,0.05882426427949298,0.2265027115672971,0.10290645178846154,518,0,184,334,217,0,217,0,12228,2186,5388,4654
456993e13,1,13062,12970.447252959504,1,0,1,0,0.0981369186525422,0,0.21849351699999983,0,0,1,0,0.8621701,0.8689795712076271,1,0.7095944217452829,0.9984853857142857,0,0,0.3021889973528151,0.16635934645348155,318,0.07640218222215611,1.091068020925078e-4,0.056817989237053834,0.1951816933488226,0.0952102140042373,368,0,301,67,750,0,700,50,11895,2153,4854,4888
9380732602589082e3,4,13029,12970.626731936522,1,0,1,0,0.11112910067540341,0,0.2340035534547112,0,0,1,0,1,0.8480208490950029,1,0.679978861102486,1,1,1,0.2664101005179777,0.20699200820821773,333,0.09830215019179783,7.741120969776222e-4,0.09011313279827521,0.04536870112131274,0.13253452818851724,250,0,250,0,984,0,984,0,11712,2002,4905,4805
1253024774587304700,1,13046,12971.34418415339,0.9948882460594176,0,0.9948882460594176,0,0.09220874407686852,0,0.19978561216654867,0,0,1,0,1,0.7847699501050209,1,0.5336682252275446,1,0,0,0.2759659814711316,0.11568004313449017,331,0.07159062773613033,5.356953651947877e-4,0.060125629894560356,0.10403368456794661,0.09061484586292455,500,0,500,0,1102,0,1102,0,11394,2085,4404,4905
183347e13,1,13027,12988.136215101042,0.934019983,0,0.934019983,0,0.10356545089626545,0,0.22485832131531538,0,0.209506378,1,0.209506378,1,0.8368650376846474,1,0.645806072810811,1,0,1,0.2649664809879129,0.1491267835539355,315,0.06875273407930112,4.4860823989987495e-4,0.05771156483507598,0.08574041786453436,0.08318870552821576,984,0,984,0,1451,0,1451,0,10509,2118,3520,4871
172509e14,1,13071,12988.14493054224,1,0,1,0,0.09176775770175424,0,0.2011831611153847,0,0,1,0,1,0.7908089158333331,1,0.5413887770192308,1,0,0,0.2872275410217183,0.17103437436716634,317,0.05703800256375993,6.670226213011246e-4,0.047016308419534615,0.07868230660044948,0.07103355757894735,1385,0,1385,0,1818,0,1818,0,9785,2102,2803,4880
6085698099716449e3,1,13079,12990.392641379667,1,0,1,0,0.10026693736704469,0,0.21368363701173512,0,0,1,0,1,0.819764644022171,1,0.6158918643095451,1,1,1,0.27745766272002625,0.2624781729809366,326,0.06468004891302372,0,0.057415314339305815,0.13999858150938393,0.08334644540770643,100,0,100,0,100,0,100,0,12796,2102,5906,4788
1759299045309027600,7,13029,12993.421556078612,1,0,1,0,0.11258984221915028,0,0.23902269782590088,0,0,1,0,1,0.8276828114917812,1,0.6341790834128797,1,1,1,0.2762190655115464,0.11239579228645064,333,0.10960230436978001,0.0013878406435209485,0.09924758740026014,0.12571815544817572,0.14685932599982568,650,0,650,0,602,0,602,0,11711,2002,4854,4855
967483616622588e4,2,13079,13001.728443214395,1,0,1,0,0.12069968472306562,0,0.25935469444625636,0,0,1,0,1,0.7850583658768582,1,0.5381419432064718,1,1,1,0.2737135328171098,0.08688597061332445,331,0.060215027023523736,7.96456761137772e-4,0.049881816337885965,0.04989664814392257,0.07563699194279952,650,0,650,0,802,0,802,0,11561,2052,4604,4905
456993e13,2,13062,13002.984404162924,1,0,1,0,0.08071630790254218,0,0.17476191435779803,0,0,1,0,0.960899293,0.8417943781694912,1,0.65782177940367,0.9995606662134832,0,1,0.2908446869821929,0.15925672444515768,311,0.06092292560767663,2.218576112563402e-4,0.04826801507238463,0.0781804447420521,0.08022420317203387,335,0,285,50,367,0,301,66,12294,2102,5403,4789
17348481205771878e3,2,13079,13004.079654792373,0.6524147391319275,0.0119935916736722,0.6524147391319275,9.613183792680502e-4,0.07530596593175734,0.0015575647121295322,0.1621931871809697,1.982099751068145e-5,0,1,0,1,0.7472319688428849,1,0.453764000465557,1,0,1,0.0260971735051214,0.26633041834523236,307,0.07939427137325114,7.713811649981882e-4,0.06919160546724813,0.058451537890273436,0.09848621341464914,801,0,801,0,2151,0,2151,0,10061,2052,3105,4904
7027715250412914e3,8,13066,13004.735062859509,1,0,1,0,0.14696832580062025,0,0.31321118613247,0,0,1,0,1,0.832202112076518,1,0.6423979437696277,1,0,1,0.2864751951534099,0.1485610812519512,332,0.06932732028276375,1.9408807678382946e-4,0.06135555127155842,0.008948289191274925,0.08759912314488684,300,0,300,0,500,0,500,0,12200,2050,5300,4850
13253e15,2,13046,13005.650621783543,1,0,1,0,0.09990571156779672,0,0.21241214351351367,0,0,1,0,1,0.8798109580254239,1,0.7444629377837839,1,1,1,0.2985328883880849,0.16482098907426956,310,0.06251372608746274,2.4922538771657613e-4,0.05354290981656421,0.18081901363491973,0.08209484740048258,284,0,284,0,467,0,467,0,12245,2118,5355,4772
1118371019620945e4,1,13063,13005.79977405398,1,0,1,0,0.09857738943627264,0,0.21537917019689815,0,0,1,0,0.8049896955490112,0.7715810105204586,1,0.503996773677714,0.996354466676712,0,1,0.2877776018613613,0.13956838308792577,332,0.08168928376087245,0.0014587589329935178,0.06992232373021412,0.09575840478950386,0.10371075870022588,1151,0,1151,0,2053,0,1853,200,9793,2052,2936,4805
136712e14,2,13096,13007.221084283436,1,0,1,0,0.09856139145887455,0,0.20887781125688062,0,0,1,0,0.789181352,0.8181390137229438,1,0.6184564171192661,0.9949805083809524,1,1,0.3053158526377818,0.13907386445084352,316,0.08926280174087625,9.585197192202535e-4,0.07786765992582687,0.10028194842354818,0.1138848199969697,784,0,667,117,1350,0,1250,100,10879,2119,4105,4655
152427e14,1,13054,13010.078715079311,1,0,1,0,0.09009836799141636,0,0.19259559396330292,0,0.002578795,1,0.002578795,1,0.7845870126051501,1,0.5395300361192661,1,0,1,0.2537459093133684,0.1344482334187468,316,0.0539176596692905,6.9791956449035e-4,0.04191693910656024,0.08877985120742554,0.06762425083948498,1422,0,1422,0,3114,0,3114,0,8482,2163,1457,4862
2531512126666709e3,2,13096,13010.386366371376,1,0,1,0,0.1071497869617181,0,0.22553301933071299,0,0,1,0,1,0.8275159916472962,1,0.6369489824189056,1,1,1,0.26749653742399493,0.1838604734854298,331,0.11041293084136805,8.247212211621556e-4,0.10070937864814238,0.12053619056044632,0.145879931786119,234,0,234,0,901,0,901,0,11911,2052,5054,4805
13925e15,2,13104,13012.603677892488,0.989974797,0,0.989974797,0,0.09368926155021814,0,0.20629654706730782,0,0,1,0,0.980697334,0.8245166498951965,1,0.6137847643461538,0.999778130275862,1,1,0.2944587638010389,0.11620943113914768,317,0.08640212666578918,8.827671312827519e-4,0.0766938082968879,0.11596088184323342,0.10793572315764191,601,0,551,50,1451,0,1401,50,10961,2102,4004,4855
3397261924944538600,3,13079,13013.631438806246,1,0,1,0,0.1339465109201579,0,0.283138966172691,0,0,1,0,1,0.8073374770295159,1,0.5927458864038554,1,1,1,0.2556170151236306,0.117352081767762,332,0.09615532529466855,9.399321515268138e-4,0.08600333289141285,0.09355141538640002,0.12114219874698526,450,0,450,0,1001,0,1001,0,11545,2052,4705,4788
589204e11,2,13071,13026.617109143375,0.598764002,0.030853743,0.598764002,0,0.06419680392405061,0.001786479333333333,0.13644116969369383,0,0,0.892317057,0,1,0.7746441411856542,0.9858169372307692,0.5238180262072074,1,0,1,0.18297414181187863,0.19624708569878785,312,0.07555489780648939,0.001488435934851852,0.06126215928355403,0.0956834967413683,0.088594846814346,1402,751,651,0,500,0,500,0,11119,1384,4955,4780
849042e13,7,13096,13027.648721563908,1,0,1,0,0.07318955022033893,0,0.15993272085185184,0,0,1,0,1,0.8792267734745763,1,0.7360881346296297,1,0,0,0.287237225889122,0.10357628376832684,317,0.15514408523933837,0.001119260174828676,0.14449875541810708,0.09999779513877527,0.19657835686016947,684,0,684,0,717,0,717,0,11612,2119,4521,4972
9380732602589082e3,11,13096,13029.66452239628,1,0,1,0,0.12287051550184291,0,0.25972629293072486,0,0,1,0,1,0.8367166689668708,1,0.6548482433446052,1,1,1,0.27177965441195856,0.14882038254599275,331,0.11747648061491299,7.728494334995839e-4,0.10964293982026643,0.0900243802812498,0.15834349833681796,200,0,200,0,701,0,701,0,12145,2052,5255,4838
97185831637688192,3,13113,13030.090274048054,1,0,1,0,0.11238773373948963,0,0.24444332088338952,0,0,1,0,1,0.8646307180410828,1,0.7055718117393551,1,0,0,0.28336497202899014,0.15103103268549337,333,0.13661700486634437,9.927378532205914e-4,0.12745991648342117,0.08199341088340881,0.17597530995818092,501,0,501,0,800,0,800,0,11762,2052,4705,5005
1781767535200609e4,4,13096,13032.28808214281,1,0,1,0,0.1327779445586676,0,0.28640531842820044,0,0,1,0,1,0.8564037364190339,1,0.6902592992179156,1,1,1,0.28923949440949726,0.1688900941276167,332,0.1451306254981015,8.431424274345287e-4,0.13662194570516795,0.1520895428461205,0.1873729623210838,200,0,200,0,301,0,301,0,12545,2052,5555,4938
14285509787690088e3,7,13112,13038.443153154249,1,0,1,0,0.08526385449929265,0,0.18391624813483784,0,0,1,0,1,0.848509424676498,1,0.6732310730625285,1,1,1,0.2725505037533521,0.13493155703353446,331,0.15226824869479,5.180998043382048e-4,0.14562280767185856,0.03385989210657019,0.19994086484493684,250,0,250,0,501,0,501,0,12311,2052,5305,4954
12325177004376349e3,1,13079,13039.403757852584,1,0,1,0,0.14561830886772675,0,0.3091405081700108,0,0,1,0,1,0.8376431432642534,1,0.6553243779134555,1,0,1,0.2869976574071374,0.11822524349424456,333,0.07764227352255104,9.117921260800093e-4,0.06448262070571571,0.10382345387507448,0.10266081356827143,250,0,250,0,500,0,500,0,12246,2002,5406,4838
1464750578344180700,2,13113,13039.598548749578,1,0,1,0,0.12083384839967767,0,0.25850520026488383,0,0,1,0,1,0.8401553539480745,1,0.6580372736102241,1,1,1,0.28604560324238404,0.20184125027473435,324,0.07611389409770905,0.0010669917164637212,0.06586114791767285,0.05505655235831703,0.09452915602419813,100,0,100,0,100,0,100,0,12863,2102,5906,4855
8620053042900183e3,2,13079,13043.29204449279,1,0,1,0,0.10981247793309966,0,0.23596069638517292,0,0,1,0,1,0.8086585549637678,1,0.5888530933105747,1,0,1,0.2737133198136441,0.13812510338839712,329,0.08844741738622108,0.0016964617655714103,0.07793149222310582,0.12502583454429952,0.11221638874703765,601,0,601,0,901,0,901,0,11511,2052,4554,4905
5281819728018242e3,1,13113,13044.077984944632,1,0,1,0,0.1006564007290565,0,0.21711835198581592,0,0,1,0,1,0.7755329475748817,1,0.5158190026201988,1,0,1,0.2693683336090818,0.15271329571848927,329,0.05807884039158803,3.1121447966561954e-4,0.04637527375409252,0.10012996944947102,0.07254857966499118,401,0,401,0,2853,0,2853,0,9793,2086,2802,4905
1686956066918641200,4,13095,13044.11270542113,1,0,1,0,0.1478263053800413,0,0.31625135823107187,0,0,1,0,1,0.8031524203974619,1,0.5788752600306373,1,0,0,0.2751775113132423,0.15229080239889095,331,0.07378926294738179,3.2670698610741546e-4,0.061184845753570465,0.15337482667804075,0.092334789512791,400,0,400,0,951,0,951,0,11694,2101,4755,4838
1619827108851736600,2,13129,13049.345542014504,1,0,1,0,0.11514102841702449,0,0.2423532936842209,0,0,1,0,1,0.8130283180438695,1,0.6064547662052415,1,0,0,0.2744018332417305,0.2059666782707754,328,0.06648217680572208,9.760791427369286e-5,0.054521448371737474,0.10622085912632695,0.08330878346844127,50,0,50,0,100,0,100,0,12896,2035,6057,4804
3397261924944538600,2,13129,13050.249261159655,1,0,1,0,0.11542812806208003,0,0.24694050347707286,0,0,1,0,1,0.7956850292924724,1,0.5628999397158623,1,0,1,0.2691751092528531,0.14949929068159767,331,0.06936059092514542,8.790330900433402e-4,0.06018463422090182,0.05435511579182355,0.08717291906049622,751,0,751,0,2252,0,2252,0,10043,2052,3103,4888
816731e13,3,13104,13052.725755541882,1,0,1,0,0.10664176538135574,0,0.23742883613207563,0,0,1,0,0.895933449,0.8128559615762712,1,0.6387123783301887,0.9347832758777778,1,1,0.311074127919795,0.2069115543229188,314,0.07279979338784762,0.002911051508865265,0.0600491932421428,0.14077243718344673,0.08651671513559323,1502,0,1185,317,4587,0,1852,2735,6965,2168,2836,1961
10851171156448092e3,4,13146,13053.013287040816,1,0,1,0,0.1269921532473885,0,0.2706390151173852,0,0,1,0,1,0.8291845231818462,1,0.6359670166170496,1,1,1,0.25962291649460256,0.22346674179837667,330,0.06340206986071587,0.0012556838423991904,0.05186709833766245,0.06829093049006925,0.08150606318998206,600,0,600,0,1452,0,1452,0,11044,2102,4154,4788
602007168395068e4,2,13113,13053.680833590017,0.962981641292572,0,0.962981641292572,0,0.08102443904198463,0,0.17770906378115905,0,0,1,0,1,0.7665814938508978,1,0.4880484865133128,1,0,0,0.2747669820281333,0.1542072619080375,331,0.11637185843507697,0.0010458243537093445,0.10037583563701567,0.08328307339577236,0.14490327933581076,601,0,601,0,850,0,850,0,11596,2052,4505,5039
