"","REFTYPE","SESSION_IDENTIFIER","FRAME","WORLDPOSX","WORLDPOSY","WORLDPOSZ","c1dist","c2dist","closeToOne","closeToTwo","inRange","distfromrandpoint","distToNext","LAP_DISTANCE_TOTAL","LAP_DISTANCE_PERC"
"2938","LEFT",18118509207215331328,1009,295.399047851562,294.905426025391,1.92161619663239,130.828646154772,217.69941327092,TRUE,TRUE,TRUE,614.069053644518,2.2470941364098,242.767794547653,0.267324358418115
"2318","LEFT",18118509207215331328,1011,296.616119384766,293.756256103516,1.92920637130737,129.174965840059,216.20802304946,TRUE,TRUE,TRUE,614.995694118822,1.67387413692774,244.441668684581,0.26916754907098
"2319","LEFT",18118509207215331328,1012,298.229187011719,292.233337402344,1.93270289897919,126.984168745877,214.235682635023,TRUE,TRUE,TRUE,616.228540836425,2.21839323373999,246.660061918321,0.271610338276334
"2320","LEFT",18118509207215331328,1013,299.423858642578,291.105682373047,1.93251347541809,125.362443138663,212.778286413644,TRUE,TRUE,TRUE,617.144918352846,1.64281653591587,248.302878454237,0.2734193297749
"2321","LEFT",18118509207215331328,1014,300.604949951172,289.991058349609,1.93308389186859,123.759868311308,211.340331891411,TRUE,TRUE,TRUE,618.053626207014,1.62399611848665,249.926874572724,0.275207597124187
"2322","LEFT",18118509207215331328,1015,301.769134521484,288.892517089844,1.93560087680817,122.180888750344,209.925737360041,TRUE,TRUE,TRUE,618.952064865645,1.60066192969074,251.527536502414,0.276970169973671
"2323","LEFT",18118509207215331328,1016,302.91748046875,287.809112548828,1.93968284130096,120.624103598347,208.533205370796,TRUE,TRUE,TRUE,619.840865284622,1.57875388015186,253.106290382566,0.278708618720129
"2324","LEFT",18118509207215331328,1017,304.423004150391,286.388793945312,1.9466700553894,118.584032743242,206.71166125992,TRUE,TRUE,TRUE,621.010204691939,2.06976000818291,255.176050390749,0.280987740080925
"2413","LEFT",18118509207215331328,1018,305.532409667969,285.342346191406,1.95386219024658,117.081528645939,205.372555799141,TRUE,TRUE,TRUE,621.87471166516,1.52506836046396,256.701118751213,0.282667072884374
"2414","LEFT",18118509207215331328,1019,306.988067626953,283.969390869141,1.96448802947998,115.111060371617,203.619565809017,TRUE,TRUE,TRUE,623.012785542886,2.0009863593968,258.70210511061,0.284870463971424
"2325","LEFT",18118509207215331328,1021,308.058258056641,282.959838867188,1.97311401367188,113.662932889142,202.333557233767,TRUE,TRUE,TRUE,623.852421941589,1.47122493196733,260.173330042577,0.286490506950188
"2415","LEFT",18118509207215331328,1022,309.113403320312,281.964202880859,1.98062980175018,112.235528984393,201.067850304379,TRUE,TRUE,TRUE,624.682815496559,1.4507317273434,261.624061769921,0.288087983785909
"2326","LEFT",18118509207215331328,1023,310.153106689453,280.982269287109,1.98608326911926,110.82890634641,199.822296977323,TRUE,TRUE,TRUE,625.504128822899,1.43009673740526,263.054158507326,0.289662738351337
"2416","LEFT",18118509207215331328,1024,311.174926757812,280.016326904297,1.98966383934021,109.446344512152,198.599730552212,TRUE,TRUE,TRUE,626.314336848295,1.40611554966704,264.460274056993,0.291211085972473
"2417","LEFT",18118509207215331328,1025,312.513977050781,278.749328613281,1.99240696430206,107.634530984036,197.000194663283,TRUE,TRUE,TRUE,627.380427579567,1.84345880250582,266.303732859499,0.293241015199982
"2327","LEFT",18118509207215331328,1026,313.501617431641,277.813995361328,1.99558973312378,106.298214185676,195.822374737233,TRUE,TRUE,TRUE,628.169877147238,1.36025064385695,267.663983503356,0.294738858566457
"2418","LEFT",18118509207215331328,1027,314.800842285156,276.582336425781,2.00134944915771,104.540239779987,194.275407555928,TRUE,TRUE,TRUE,629.212587073444,1.79024270798827,269.454226211344,0.296710188759646
"2328","LEFT",18118509207215331328,1028,315.762603759766,275.669830322266,2.00592064857483,103.238979503689,193.132229094123,TRUE,TRUE,TRUE,629.987380584058,1.32576488224574,270.77999109359,0.298170058044284
"3102","LEFT",18118509207215331328,1029,316.713623046875,274.7666015625,2.01064085960388,101.952127363568,192.003247563854,TRUE,TRUE,TRUE,630.756231128701,1.31158677826584,272.091577871856,0.2996143150746
"3103","LEFT",18118509207215331328,1031,317.966918945312,273.575134277344,2.01503324508667,100.256292169292,190.517887757374,TRUE,TRUE,TRUE,631.773328641668,1.72926137429771,273.820839246153,0.301518495521115
"3104","LEFT",18118509207215331328,1032,318.897277832031,272.68994140625,2.01759099960327,98.9975715192279,189.417232527973,TRUE,TRUE,TRUE,632.531075249231,1.28418615361312,275.105025399767,0.30293258028571
"2419","LEFT",18118509207215331328,1034,320.125793457031,271.520355224609,2.02094888687134,97.3358971651955,187.966725611628,TRUE,TRUE,TRUE,633.53496570266,1.69622595109078,276.801251350857,0.304800383694117
"2420","LEFT",18118509207215331328,1035,321.038330078125,270.651062011719,2.0243706703186,96.1019576423645,186.891461158255,TRUE,TRUE,TRUE,634.28308432736,1.26031495064325,278.061566301501,0.306188182624421
"2035","LEFT",18118509207215331328,1036,321.941802978516,269.790191650391,2.02862572669983,94.8807828706494,185.828963493353,TRUE,TRUE,TRUE,635.025577959106,1.24794273135968,279.30950903286,0.307562357854808
"3105","LEFT",18118509207215331328,1037,323.129028320312,268.658325195312,2.03511381149292,93.2766369585544,184.435696567659,TRUE,TRUE,TRUE,636.004289790696,1.64031267883164,280.949821711692,0.309368592224943
"4725","LEFT",18118509207215331328,1038,324.010803222656,267.817260742188,2.03919839859009,92.0856957654536,183.403141895053,TRUE,TRUE,TRUE,636.733361653351,1.21857145572748,282.168393167419,0.310710425202402
"3106","LEFT",18118509207215331328,1039,325.167114257812,266.713592529297,2.04373979568481,90.5244587765483,182.051871600086,TRUE,TRUE,TRUE,637.69242952669,1.59848013255383,283.766873299973,0.312470595560564
"4726","LEFT",18118509207215331328,1040,326.024444580078,265.894836425781,2.04649138450623,89.3673715955836,181.052147645766,TRUE,TRUE,TRUE,638.405624404401,1.18548590819131,284.952359208165,0.313775996305384
"3107","LEFT",18118509207215331328,1042,326.874481201172,265.082580566406,2.04879832267761,88.2204847914427,180.06270207689,TRUE,TRUE,TRUE,639.114599269811,1.17572183712369,286.128081045288,0.315070645319158
"3108","LEFT",18118509207215331328,1043,327.71630859375,264.277770996094,2.05197215080261,87.085099403208,179.0846442962,TRUE,TRUE,TRUE,639.818477767725,1.16464234997769,287.292723395266,0.316353094128212
"3109","LEFT",18118509207215331328,1044,328.550750732422,263.479919433594,2.05543923377991,85.9603613732214,178.117282199396,TRUE,TRUE,TRUE,640.51760958241,1.15449590669477,288.447219301961,0.317624370156108
"3110","LEFT",18118509207215331328,1045,329.376770019531,262.689758300781,2.05976891517639,84.847459202599,177.161538218289,TRUE,TRUE,TRUE,641.21134174903,1.1430933813491,289.59031268331,0.31888309026497
"3111","LEFT",18118509207215331328,1047,330.467590332031,261.645843505859,2.06721925735474,83.3786635654025,175.902394953294,TRUE,TRUE,TRUE,642.129881805527,1.50985001017299,291.100162693483,0.320545665344293
"4727","LEFT",18118509207215331328,1049,331.277526855469,260.870300292969,2.07248854637146,82.2886749776939,174.969620952064,TRUE,TRUE,TRUE,642.81377658129,1.12136722221525,292.221529915698,0.321780461639198
"4956","LEFT",18118509207215331328,1050,332.082397460938,260.099426269531,2.07771778106689,81.2061970659018,174.044708710436,TRUE,TRUE,TRUE,643.494790185,1.11447900453905,293.336008920237,0.323007672956144
"1963","LEFT",18118509207215331328,1051,332.883972167969,259.331481933594,2.08259105682373,80.1288317528149,173.125581287961,TRUE,TRUE,TRUE,644.174441617606,1.11007230127177,294.446081221509,0.324230031820869
"4728","LEFT",18118509207215331328,1052,333.940856933594,258.318359375,2.08992218971252,78.7092114390287,171.916579291275,TRUE,TRUE,TRUE,645.072971296938,1.4640432802829,295.910124501792,0.325842166706089
"4729","LEFT",18118509207215331328,1053,334.730224609375,257.561218261719,2.09581613540649,77.6496094445117,171.015749280938,TRUE,TRUE,TRUE,645.745872507838,1.09378425340153,297.003908755193,0.327046589946548
"1964","LEFT",18118509207215331328,1054,335.776611328125,256.556457519531,2.10495471954346,76.2455550350035,169.824028694069,TRUE,TRUE,TRUE,646.640731791861,1.45067891492831,298.454587670122,0.328644008627747
"4730","LEFT",18118509207215331328,1055,336.554351806641,255.80859375,2.11240816116333,75.202211859014,168.939848340445,TRUE,TRUE,TRUE,647.30820955788,1.07897195037647,299.533559620498,0.329832121264034
"1965","LEFT",18118509207215331328,1056,337.329223632812,255.062576293945,2.11978840827942,74.1629494113448,168.060296202891,TRUE,TRUE,TRUE,647.975236183505,1.07562465188059,300.609184272379,0.331016548014289
"1966","LEFT",18118509207215331328,1057,338.354248046875,254.073959350586,2.12945771217346,72.7882898053663,166.898594195628,TRUE,TRUE,TRUE,648.861039609326,1.42409217051473,302.033276442893,0.332584690636009
"2010","LEFT",18118509207215331328,1058,339.117340087891,253.336471557617,2.13646745681763,71.7648674801585,166.034928951493,TRUE,TRUE,TRUE,649.523223060982,1.06122462647611,303.09450106937,0.333753260762614
"2011","LEFT",18118509207215331328,1059,340.128997802734,252.35725402832,2.14740705490112,70.4085065170468,164.892012126675,TRUE,TRUE,TRUE,650.404230701064,1.40794825959094,304.50244932896,0.335303626476824
"4731","LEFT",18118509207215331328,1060,340.880523681641,251.628784179688,2.15649366378784,69.4013394782163,164.044618921616,TRUE,TRUE,TRUE,651.060938764158,1.04664199563792,305.549091324598,0.336456138903354
"4732","LEFT",18118509207215331328,1061,341.628540039062,250.902954101562,2.1677873134613,68.3993911450709,163.202727779312,TRUE,TRUE,TRUE,651.716351131418,1.04228488105778,306.591376205656,0.337603853482369
"2012","LEFT",18118509207215331328,1062,342.371978759766,250.180694580078,2.17950916290283,67.404028257022,162.367433336716,TRUE,TRUE,TRUE,652.369618029913,1.03651336113705,307.627889566793,0.338745212737925
"4733","LEFT",18118509207215331328,1063,343.123107910156,249.449981689453,2.19173979759216,66.3987909964761,161.524896966702,TRUE,TRUE,TRUE,653.031628007138,1.04792000128445,308.675809568078,0.339899132443538
"2013","LEFT",18118509207215331328,1064,344.075653076172,248.5224609375,2.20852780342102,65.1251752167434,160.459057652384,TRUE,TRUE,TRUE,653.873471309081,1.32952511770309,310.005334685781,0.341363142320767
"4734","LEFT",18118509207215331328,1065,344.792816162109,247.823181152344,2.22118759155273,64.1669374384289,159.658260521245,TRUE,TRUE,TRUE,654.50930947509,1.00165618340806,311.006990869189,0.342466118508708
"2014","LEFT",18118509207215331328,1066,345.499176025391,247.133544921875,2.233069896698,63.2236669403096,158.870873516337,TRUE,TRUE,TRUE,655.137350469494,0.98718913427459,311.994180003463,0.343553164269654
"2015","LEFT",18118509207215331328,1067,346.194641113281,246.453598022461,2.24321126937866,62.2954393965794,158.096884466082,TRUE,TRUE,TRUE,655.757513249155,0.972625043116591,312.96680504658,0.34462417274554
"2016","LEFT",18118509207215331328,1068,346.879547119141,245.783325195312,2.25242280960083,61.3820745447027,157.33615884837,TRUE,TRUE,TRUE,656.369743442497,0.958312005390605,313.925117051971,0.345679420384473
"5325","LEFT",18118509207215331328,1069,347.552978515625,245.124053955078,2.26104259490967,60.485165969705,156.590067255243,TRUE,TRUE,TRUE,656.972750402035,0.94241626363892,314.86753331561,0.346717164387995
"5293","LEFT",18118509207215331328,1070,348.215881347656,244.475006103516,2.26981592178345,59.6035769873091,155.857634468846,TRUE,TRUE,TRUE,657.567192435561,0.927740954325566,315.795274269935,0.347738748638308
"5294","LEFT",18118509207215331328,1071,348.867889404297,243.836807250977,2.28116106987,58.7380257228271,155.13945838093,TRUE,TRUE,TRUE,658.152435422496,0.912366308730449,316.707640578666,0.348743403059535
"5295","LEFT",18118509207215331328,1073,349.509399414062,243.209335327148,2.29450583457947,57.8882170146293,154.435294406768,TRUE,TRUE,TRUE,658.728531300212,0.897360634205702,317.605001212871,0.349731533945082
"5249","LEFT",18118509207215331328,1074,350.144622802734,242.587982177734,2.30737090110779,57.048144109103,153.739984068934,TRUE,TRUE,TRUE,659.299719257201,0.888587919005497,318.493589131877,0.350710004733552
"5250","LEFT",18118509207215331328,1075,350.7666015625,241.979339599609,2.320467710495,56.2268125235397,153.060866023725,TRUE,TRUE,TRUE,659.85992228311,0.870231788379568,319.363820920256,0.351668262623307
"5326","LEFT",18118509207215331328,1076,351.577026367188,241.186294555664,2.33553719520569,55.1588880618884,152.17891232156,TRUE,TRUE,TRUE,660.590858895838,1.13389100260074,320.497711922857,0.352916849510011
"5275","LEFT",18118509207215331328,1077,352.169952392578,240.606170654297,2.34404253959656,54.3793393751126,151.535863197311,TRUE,TRUE,TRUE,661.126263003761,0.829520953637124,321.327232876494,0.353830278563229
"5276","LEFT",18118509207215331328,1078,352.750549316406,240.038497924805,2.35170817375183,53.6178049567128,150.908334706717,TRUE,TRUE,TRUE,661.650734762117,0.812000687048842,322.139233563543,0.354724415131487
"5277","LEFT",18118509207215331328,1079,353.318786621094,239.483352661133,2.35915851593018,52.8743380387418,150.296316341999,TRUE,TRUE,TRUE,662.164161741108,0.794405373984697,322.933638937528,0.355599176577172
"5327","LEFT",18118509207215331328,1080,353.874420166016,238.941131591797,2.3670494556427,52.1493695939125,149.700137488188,TRUE,TRUE,TRUE,662.666127560595,0.776358373609971,323.709997311138,0.356454065523684
"5278","LEFT",18118509207215331328,1081,354.595184326172,238.238403320312,2.37970185279846,51.211771490128,148.92988672311,TRUE,TRUE,TRUE,663.317426370229,1.00664194136205,324.7166392525,0.357562531791349
"5279","LEFT",18118509207215331328,1083,355.123626708984,237.723587036133,2.38972997665405,50.5264093710916,148.367362011572,TRUE,TRUE,TRUE,663.795100952125,0.737758197791887,325.454397450292,0.358374916058627
"5280","LEFT",18118509207215331328,1084,355.807373046875,237.057922363281,2.40236139297485,49.6422690264792,147.642256376539,TRUE,TRUE,TRUE,664.413415411148,0.95426333433776,326.408660784629,0.3594257054934
"5281","LEFT",18118509207215331328,1085,356.309112548828,236.569686889648,2.41104483604431,48.9953689100904,147.112065837526,TRUE,TRUE,TRUE,664.867410842169,0.700083141872183,327.108743926502,0.360196603779513
"5328","LEFT",18118509207215331328,1086,356.963806152344,235.932983398438,2.42242622375488,48.1538406652392,146.422762707061,TRUE,TRUE,TRUE,665.460078831926,0.913244244550381,328.021988171052,0.361202224941943
"5282","LEFT",18118509207215331328,1087,357.445098876953,235.465103149414,2.43070459365845,47.5370594666852,145.91778228878,TRUE,TRUE,TRUE,665.89604950158,0.671233650965279,328.693221822017,0.36194135553967
"5283","LEFT",18118509207215331328,1088,357.918701171875,235.004898071289,2.43879628181458,46.9317768829,145.422381931212,TRUE,TRUE,TRUE,666.325236877787,0.660369478161549,329.353591300179,0.362668523026599
"5284","LEFT",18118509207215331328,1089,358.387542724609,234.549591064453,2.44630670547485,46.3343134769127,144.933528496011,TRUE,TRUE,TRUE,666.750210613377,0.653541790587453,330.007133090766,0.36338817218844
"5329","LEFT",18118509207215331328,1090,359.002838134766,233.952331542969,2.45676636695862,45.5528097717845,144.294221295779,TRUE,TRUE,TRUE,667.308222591369,0.857500657587557,330.864633748354,0.364332411161982
"5285","LEFT",18118509207215331328,1091,359.460632324219,233.508270263672,2.46475028991699,44.9734426544064,143.820348206539,TRUE,TRUE,TRUE,667.723495272163,0.637782047150765,331.502415795505,0.365034706443293
"5286","LEFT",18118509207215331328,1093,360.063201904297,232.924270629883,2.47591543197632,44.2137673481319,143.19904763494,TRUE,TRUE,TRUE,668.270137412118,0.839133881511935,332.341549677017,0.365958720795856
"5330","LEFT",18118509207215331328,1094,360.5107421875,232.49072265625,2.48375391960144,43.6516128371451,142.73923758103,TRUE,TRUE,TRUE,668.676331884535,0.623102038618597,332.964651715635,0.366644851149403
"5287","LEFT",18118509207215331328,1095,360.953033447266,232.062393188477,2.49099540710449,43.097824103302,142.286174851321,TRUE,TRUE,TRUE,669.077956736041,0.615700975659565,333.580352691295,0.367322831804136
"5288","LEFT",18118509207215331328,1096,361.536499023438,231.497695922852,2.50080037117004,42.3702168669339,141.690725907401,TRUE,TRUE,TRUE,669.607923686563,0.811982192158115,334.392334883453,0.368216948006699
"2341","LEFT",18118509207215331328,1097,361.969757080078,231.078720092773,2.50908517837524,41.8322610110841,141.250310599727,TRUE,TRUE,TRUE,670.001476184396,0.602704977442271,334.995039860895,0.368880618085798
"2342","LEFT",18118509207215331328,1098,362.397491455078,230.665115356445,2.51633334159851,41.3029457649955,140.816718986531,TRUE,TRUE,TRUE,670.390286661189,0.595000481907114,335.590040342802,0.369535804340551
"5331","LEFT",18118509207215331328,1099,362.822540283203,230.254058837891,2.5216977596283,40.7787017008414,140.386972631704,TRUE,TRUE,TRUE,670.777004088627,0.591298543661924,336.181338886464,0.370186914196834
"2312","LEFT",18118509207215331328,1100,363.380493164062,229.714660644531,2.52837586402893,40.0935477224897,139.824831217987,TRUE,TRUE,TRUE,671.284905562298,0.776055299742656,336.957394186207,0.371041469412806
"5332","LEFT",18118509207215331328,1101,363.795989990234,229.313339233398,2.53405332565308,39.5858483526533,139.407907046696,TRUE,TRUE,TRUE,671.663105485958,0.577664684390982,337.535058870598,0.371677566311175
"5333","LEFT",18118509207215331328,1102,364.206024169922,228.917404174805,2.5395679473877,39.0868338637021,138.99770188859,TRUE,TRUE,TRUE,672.036501333973,0.569993507976746,338.105052378574,0.37230521607463
"2283","LEFT",18118509207215331328,1103,364.747253417969,228.39501953125,2.54576587677002,38.4314020047148,138.458213190928,TRUE,TRUE,TRUE,672.529557664202,0.752206630363762,338.857259008938,0.373133510269231
"5334","LEFT",18118509207215331328,1104,365.148498535156,228.008102416992,2.54972124099731,37.9481526293374,138.059900355127,TRUE,TRUE,TRUE,672.895042017376,0.557406940549145,339.414665949487,0.37374730030278
"5335","LEFT",18118509207215331328,1105,365.546264648438,227.624801635742,2.55415797233582,37.4713781726497,137.666392740592,TRUE,TRUE,TRUE,673.257355886329,0.552392405615548,339.967058355103,0.374355568568764
"2284","LEFT",18118509207215331328,1106,365.939178466797,227.246109008789,2.5588276386261,37.0024194010379,137.278692634713,TRUE,TRUE,TRUE,673.615570935924,0.545700810303983,340.512759165407,0.374956468367992
"3862","LEFT",18118509207215331328,1107,366.457214355469,226.746963500977,2.56424593925476,36.3875291086013,136.769319277319,TRUE,TRUE,TRUE,674.088102271469,0.71937988568036,341.232139051087,0.375748615311357
"3863","LEFT",18118509207215331328,1108,366.840270996094,226.377838134766,2.56806755065918,35.9353136147082,136.393847741099,TRUE,TRUE,TRUE,674.437828553236,0.531964214874691,341.764103265962,0.376334389024496
"3864","LEFT",18118509207215331328,1109,367.345520019531,225.891174316406,2.57342171669006,35.3424452774075,135.900411455964,TRUE,TRUE,TRUE,674.899269467162,0.701511402462358,342.465614668424,0.377106860043297
"2285","LEFT",18118509207215331328,1110,367.719085693359,225.531112670898,2.57754373550415,34.9064559041462,135.536522071617,TRUE,TRUE,TRUE,675.240947664927,0.518840728189694,342.984455396614,0.37767818279656
"3865","LEFT",18118509207215331328,1111,368.088104248047,225.17561340332,2.58077025413513,34.4782016616826,135.178235109877,TRUE,TRUE,TRUE,675.578509009922,0.512400646908486,343.496856043522,0.378242414038365
"2286","LEFT",18118509207215331328,1112,368.574340820312,224.706878662109,2.58434295654297,33.917171719488,134.707348174999,TRUE,TRUE,TRUE,676.023943201089,0.675380086933821,344.172236130456,0.378986110494331
"3866","LEFT",18118509207215331328,1113,368.933990478516,224.360229492188,2.5870771408081,33.5049694363054,134.360229551446,TRUE,TRUE,TRUE,676.353603109674,0.499513286763355,344.67174941722,0.379536150787584
"2287","LEFT",18118509207215331328,1114,369.290161132812,224.016616821289,2.58955502510071,33.0988138044427,134.017100775482,TRUE,TRUE,TRUE,676.680595655723,0.494901204872489,345.166650622092,0.380081112475437
"5312","LEFT",18118509207215331328,1115,369.641693115234,223.677307128906,2.59173798561096,32.7001764508545,133.679201629596,TRUE,TRUE,TRUE,677.003701385242,0.488575277731439,345.655225899824,0.380619108352945
"5313","LEFT",18118509207215331328,1116,369.989776611328,223.341094970703,2.59388041496277,32.3076557706054,133.345306383284,TRUE,TRUE,TRUE,677.324063697197,0.48394290528579,346.139168805109,0.381152003282059
"3867","LEFT",18118509207215331328,1117,370.333831787109,223.008773803711,2.59570264816284,31.9221445357696,133.016181919544,TRUE,TRUE,TRUE,677.64090924559,0.478342264506216,346.617511069616,0.381678731051702
"5314","LEFT",18118509207215331328,1118,370.673736572266,222.679992675781,2.59759855270386,31.5433172018078,132.691450642756,TRUE,TRUE,TRUE,677.954587010305,0.472897761735891,347.090408831352,0.382199463593632
"5315","LEFT",18118509207215331328,1119,371.009735107422,222.354766845703,2.59922695159912,31.1711490460818,132.371105626936,TRUE,TRUE,TRUE,678.265064318724,0.467618280413791,347.558027111765,0.382714382621624
"5316","LEFT",18118509207215331328,1120,371.341979980469,222.032989501953,2.60037517547607,30.8055142565558,132.055018701483,TRUE,TRUE,TRUE,678.572434921356,0.462522771998069,348.020549883763,0.3832236907179
"5317","LEFT",18118509207215331328,1122,371.778350830078,221.609985351562,2.60208916664124,30.328930130417,131.640804261785,TRUE,TRUE,TRUE,678.976784180856,0.607743391273367,348.628293275037,0.383892908858871
"2127","LEFT",18118509207215331328,1123,372.101623535156,221.29655456543,2.60363674163818,29.9788657423696,131.334856137286,TRUE,TRUE,TRUE,679.276590391669,0.450271140030495,349.078564415067,0.384388726040253
"3868","LEFT",18118509207215331328,1124,372.52587890625,220.884841918945,2.60645341873169,29.5232001118087,130.934228486121,TRUE,TRUE,TRUE,679.670674124851,0.591185185180636,349.669749600248,0.385039711071563
"2128","LEFT",18118509207215331328,1125,372.840179443359,220.579772949219,2.60914444923401,29.1887040595759,130.638304515746,TRUE,TRUE,TRUE,679.962867205559,0.438009022643676,350.107758622892,0.385522025792005
"2129","LEFT",18118509207215331328,1126,373.150238037109,220.278671264648,2.61153101921082,28.8612878993245,130.347008387505,TRUE,TRUE,TRUE,680.251420031752,0.432201985198249,350.53996060809,0.385997946078777
"2130","LEFT",18118509207215331328,1127,373.558441162109,219.881393432617,2.61343383789062,28.4336373013525,129.963836614611,TRUE,TRUE,TRUE,680.632408156514,0.569613436536758,351.109574044627,0.386625177325625
"2169","LEFT",18118509207215331328,1128,373.859588623047,219.588165283203,2.61462712287903,28.1212294676848,129.681893205872,TRUE,TRUE,TRUE,680.913787442753,0.420324328153747,351.52989837278,0.387088018500916
"2170","LEFT",18118509207215331328,1129,374.256561279297,219.201293945312,2.61649465560913,27.7134357189383,129.311045979085,TRUE,TRUE,TRUE,681.285258025523,0.554307425434174,352.084205798214,0.387698395495717
"2171","LEFT",18118509207215331328,1130,374.551239013672,218.913955688477,2.61866474151611,27.4138919367692,129.036453373841,TRUE,TRUE,TRUE,681.561324600845,0.411580175637625,352.495785973852,0.388151608025802
"2172","LEFT",18118509207215331328,1132,374.937805175781,218.536712646484,2.62164068222046,27.02510808385,128.677038437303,TRUE,TRUE,TRUE,681.923988154154,0.540134900205045,353.035920874057,0.388746378909335
"3869","LEFT",18118509207215331328,1133,375.224914550781,218.256256103516,2.62329411506653,26.739482940256,128.410642778908,TRUE,TRUE,TRUE,682.193768075472,0.401357279374505,353.437278153432,0.389188334471872
"3870","LEFT",18118509207215331328,1134,375.509033203125,217.978317260742,2.62482857704163,26.4593874996178,128.147311196057,TRUE,TRUE,TRUE,682.461268630781,0.39745868833354,353.834736841765,0.389625997091226
"2183","LEFT",18118509207215331328,1135,375.883911132812,217.611328125,2.62714433670044,26.094216355008,127.800657063528,TRUE,TRUE,TRUE,682.814678551638,0.524608890431323,354.359345732197,0.390203671470632
"3871","LEFT",18118509207215331328,1136,376.162719726562,217.337646484375,2.62874436378479,25.8254491337399,127.542888656415,TRUE,TRUE,TRUE,683.078403141489,0.390686411798573,354.750032143995,0.390633876780901
"2184","LEFT",18118509207215331328,1137,376.439575195312,217.06575012207,2.62978959083557,25.5615453918538,127.287464322684,TRUE,TRUE,TRUE,683.340532438482,0.38804198537182,355.138074129367,0.391061170174459
"2185","LEFT",18118509207215331328,1138,376.806274414062,216.705154418945,2.6315484046936,25.2164777247304,126.94972176013,TRUE,TRUE,TRUE,683.688375580712,0.51429328028283,355.65236740965,0.391627485494192
"3872","LEFT",18118509207215331328,1139,377.078826904297,216.436401367188,2.63357734680176,24.9630416720529,126.698725213006,TRUE,TRUE,TRUE,683.947785691221,0.3827702480106,356.03513765766,0.392048973901094
"395","LEFT",18118509207215331328,1140,377.349853515625,216.169067382812,2.63565564155579,24.7142408443852,126.449703429756,TRUE,TRUE,TRUE,684.20594380629,0.380687382572393,356.415825040233,0.392468168755559
"687","LEFT",18118509207215331328,1142,377.619873046875,215.902557373047,2.63721036911011,24.469569871025,126.202091292673,TRUE,TRUE,TRUE,684.463425678228,0.379391792955176,356.795216833188,0.392885936968306
"396","LEFT",18118509207215331328,1143,377.977783203125,215.548797607422,2.63849258422852,24.1501261488819,125.874393589642,TRUE,TRUE,TRUE,684.805393151437,0.503235185298042,357.298452018486,0.393440075639352
"397","LEFT",18118509207215331328,1144,378.244873046875,215.283920288086,2.63926529884338,23.9149823774967,125.629723961453,TRUE,TRUE,TRUE,685.061599686334,0.376160841838935,357.674612860325,0.393854286082273
"688","LEFT",18118509207215331328,1145,378.511352539062,215.019760131836,2.64021730422974,23.6841145397741,125.386373820681,TRUE,TRUE,TRUE,685.317219234675,0.375222477880167,358.049835338205,0.394267463243396
"689","LEFT",18118509207215331328,1146,378.777404785156,214.755722045898,2.64216446876526,23.4570393889379,125.143763584911,TRUE,TRUE,TRUE,685.572840051654,0.374833174194978,358.4246685124,0.394680211721802
"690","LEFT",18118509207215331328,1147,379.043426513672,214.491394042969,2.64424681663513,23.2335012387566,124.901515549689,TRUE,TRUE,TRUE,685.828861169782,0.375015803900633,358.799684316301,0.395093161303361
"398","LEFT",18118509207215331328,1148,379.397583007812,214.139114379883,2.6465380191803,22.9416644174017,124.579653286751,TRUE,TRUE,TRUE,686.170251475194,0.499527560166524,359.299211876467,0.395643217313807
"184","LEFT",18118509207215331328,1149,379.663208007812,213.874786376953,2.6476263999939,22.7274181623691,124.338909654519,TRUE,TRUE,TRUE,686.426539316339,0.374734484345646,359.673946360813,0.396055857119641
"691","LEFT",18118509207215331328,1150,379.928558349609,213.610275268555,2.64899063110352,22.5171373375482,124.098623834987,TRUE,TRUE,TRUE,686.683127058496,0.374669094479233,360.048615455292,0.396468424921261
"3873","LEFT",18118509207215331328,1152,380.193695068359,213.345748901367,2.65029072761536,22.3111076302479,123.858970602182,TRUE,TRUE,TRUE,686.939844722134,0.374528608475952,360.423144063768,0.396880838026371
"4826","LEFT",18118509207215331328,1153,380.546875,212.992126464844,2.65216183662415,22.0423330194605,123.539527913578,TRUE,TRUE,TRUE,687.283233006279,0.499784845434982,360.922928909203,0.397431177347128
"4827","LEFT",18118509207215331328,1154,380.811676025391,212.726577758789,2.65380191802979,21.8457437948502,123.300393809413,TRUE,TRUE,TRUE,687.541234178795,0.375014264175705,361.297943173379,0.397844125233215
"4828","LEFT",18118509207215331328,1155,381.07666015625,212.460098266602,2.65598702430725,21.6530113999853,123.061029657716,TRUE,TRUE,TRUE,687.800268440202,0.375803019364901,361.673746192744,0.398257941659032
"4829","LEFT",18118509207215331328,1156,381.341796875,212.192825317383,2.65781998634338,21.4644052426318,122.821574899163,TRUE,TRUE,TRUE,688.06019946567,0.376473517014969,362.050219709759,0.398672496404998
"692","LEFT",18118509207215331328,1157,381.693359375,211.835968017578,2.66038823127747,21.2196776474736,122.502679339334,TRUE,TRUE,TRUE,688.407486889325,0.500942435645238,362.551162145404,0.399224110409083
"3874","LEFT",18118509207215331328,1158,381.95751953125,211.566787719727,2.66201114654541,21.040774658204,122.262832216623,TRUE,TRUE,TRUE,688.669600659127,0.377145357788545,362.928307503193,0.399639404954181
