SESSION_IDENTIFIER,LAP_NUM,CURRENT_LAP_TIME_MS,NORMALISED_LAP_TIME_MS,validLap,valid4wheels,d0_speed,d0_throttle,d0_brake,d0_lateral,d0_steering,d10_speed,d10_throttle,d10_brake,d10_lateral,d10_steering,d20_speed,d20_throttle,d20_brake,d20_lateral,d20_steering,d30_speed,d30_throttle,d30_brake,d30_lateral,d30_steering,d40_speed,d40_throttle,d40_brake,d40_lateral,d40_steering,d50_speed,d50_throttle,d50_brake,d50_lateral,d50_steering,d60_speed,d60_throttle,d60_brake,d60_lateral,d60_steering,d70_speed,d70_throttle,d70_brake,d70_lateral,d70_steering,d80_speed,d80_throttle,d80_brake,d80_lateral,d80_steering,d90_speed,d90_throttle,d90_brake,d90_lateral,d90_steering,d45_speed,d45_throttle,d45_brake,d45_lateral,d45_steering
17962844060030706e3,1,12545,12508.089737179524,1,1,309,1,0,0.17855263574784008,-9.940266609191897e-4,320,1,0,0.15743633031974005,-0.00402837991714477,328,1,0,0.12281045116413514,0.00224961573258042,299,0,0.9757686853408812,0.12535015710375677,0.0044469148851931,158,1,0,0.702174720378855,0.4323970675468445,192,1,0,0.11476059301448488,-0.16139686107635498,230,1,0,0.27773670363450437,-0.12215936928987504,261,1,0,0.705983041440684,0.01972337625920773,285,1,0,0.8994200255521753,0.00434228172525763,301,1,0,0.7352682116497451,0.01292221155017614,162,1,0,0.4739177162792921,0.3968217670917511
12092e15,1,12587,12510.656081850851,1,1,302,1,0,0.17837921104882287,-0.008285642,309,1,0,0.13362278746475068,-4.11987e-4,314,1,0,0.12264381011641758,9.61318e-4,318,1,0,0.11770470666280072,-4.57764e-5,154,0.179293513,0,0.7038653528122724,0.503135741,200,1,0,0.03973230102984715,-0.116777301,234,1,0,0.7470619110126275,-0.184801996,259,1,0,0.7947670581978846,0.012314031,279,1,0,0.5662913295005574,0.016159305,292,1,0,0.5284844522358652,0.011306935,166,1,0,0.46233800827037047,0.181322962
12092e15,3,12562,12514.061548508458,0,1,302,1,0,0.23109954855819356,-0.004440367,309,1,0,0.1868650054799369,-0.00151062,314,1,0,0.16318694219933338,0.002243076,305,0,0.920759916,0.12420753138945116,0.01295491,174,0.333333313,0,0.8180480433595108,0.305745035,197,1,0,0.01623773353556261,-0.09489584,235,1,0,0.6228753361958627,-0.155413151,260,1,0,0.8355577637703879,0.03996338,280,1,0,0.7503400524982715,0.009384299,293,1,0,0.6429875805164881,0.012130924,167,1,0,0.5402004540387184,0.240283832
146505e14,4,12604,12515.911692602846,0,0,302,1,0,0.20771752888644213,-0.005630553,309,1,0,0.1611283078660617,-0.006637692,314,1,0,0.14081680315864042,-0.008194089,318,1,0.003982605,0.07782099871467837,0.015243763,166,0.496946931,0,0.8499318039158613,0.529228687,190,1,0,0.04533644283753863,-0.086289763,231,1,0,0.54824746319622,-0.134264112,259,1,0,0.8417854119461167,0.043442436,279,1,0,0.7581895378550154,0.008010986,292,1,0,0.6363809904532641,0.01295491,159,1,0,0.5600711297360268,0.436301231
1686956066918641200,7,12561,12519.14036977348,1,1,310,1,0,0.45693597239749945,-0.00856029987335205,320,1,0,0.3340737764450115,-6.256103515625e-4,328,1,0,0.22653392372698053,3.509521484375e-4,306,0.00561532005667686,0.929900050163269,0.16852796109590745,0.0021820068359375,160,0.4757000207901001,0,0.706219700730092,0.7011978626251221,191,1,0,0.04917051378128782,-0.16774243116378784,228,1,0,0.33338776662270836,-0.13279926776885986,259,1,0,0.5972074682226342,0.0129549503326416,282,1,0,0.442084076287449,0.0187227725982666,299,1,0,0.6210368354798487,0.0025787353515625,158,0.6776531338691711,0,0.4377270722922066,0.45433735847473145
4131079224770729500,5,12562,12521.996771288606,0,1,308,1,0,0.27910897654477584,-0.00755321979522705,319,1,0,0.2221184795457846,0.00416571320965886,327,1,0,0.20086651987171397,0.00306706340052187,308,0,0.6413366794586182,0.14239680636598814,0.00965896155685186,170,0.00779736042022705,0.4415197968482971,0.747516292188596,0.4748454988002777,180,0.7847104668617249,0,-0.03313385870249589,-0.20018309354782104,223,1,0,0.4572225249851017,-0.13353168964385986,257,1,0,0.7618751009047745,0.05873197317123413,280,1,0,0.8086661532317561,0.00782787799835205,297,1,0,0.7644035445530932,0.01689173839986324,162,0.6167391538619995,0,0.40660042591034457,0.4571755826473236
146505e14,3,12587,12527.45996893885,0,0,300,1,0,0.18376228118362609,0.004165713,308,1,0,0.15529514713567855,0.001602197,313,1,0,0.14446584671590568,-0.005081236,317,1,0.058777753,0.10542273645818928,0.01029984,180,0.333333313,0,0.7438069028772538,0.912932038,188,1,0,-0.13245517594872894,-0.270771384,225,1,0,0.4246148642877258,-0.11943233,256,1,0,0.716631347956422,0.028885329,277,1,0,0.7538009006930897,0.002243076,291,1,0,0.6316680380866083,0.007461661,177,1,0,0.32512671080230804,0.969512403
10419879221391935e3,2,12606,12535.681545675036,1,1,309,1,0,0.1596947212557978,0,320,1,0,0.08544294927742396,0,328,1,0,0.11840846824548776,0,288,0,1,0.1235562751748048,0,173,0.3333333134651184,0,0.7734659809422433,0.4060854017734528,191,1,0,0.08076687040924346,-0.2190755158662796,229,1,0,0.4246259872380258,-0.1932602226734161,258,1,0,0.6186755066803994,0.01478010322898626,282,1,0,0.6519828324992587,0,298,1,0,0.6668966022888,0,169,1,0,0.45965480435837885,0.39115771651268005
103535e14,2,12628,12535.75501107248,1,1,299,1,0,0.2593708610729337,0,307,1,0,0.20615842395622752,0.017087493,313,1,0,0.20710769087662187,0,297,0,1,0.2072251196512607,0,175,0.058871925,0,0.749295311401438,0.359321207,200,1,0,0.07260778695861742,-0.177634224,234,1,0,0.3754050315670085,-0.184647173,260,1,0,0.912550069904706,0,280,1,0,0.907960138461398,0,293,1,0,0.7919524557612548,0,178,1,0,0.45808891169956456,0.35346204
13253e15,5,12579,12538.58691854206,1,1,299,1,0,0.18161883980459917,0,306,1,0,0.18028584434312409,0,313,1,0,0.1922607797067717,-0.010317567,306,0,1,0.17928097697390705,0,178,0,0,0.6391990750432831,0.348422736,205,1,0,0.10156994192545316,-0.246870145,232,1,0,0.43520224262114054,-0.117984608,260,1,0,0.8492736707661198,0,280,1,0,0.7393454535478712,0.040577587,293,1,0,0.5648509850341142,0.028891185,184,1,0,0.3703428755590544,0.337468922
11440267201681189e3,3,12595,12544.33817349234,0,1,310,1,0,0.2980564371303535,-0.00132900476455688,320,1,0,0.22649255484639508,-0.01355594396591186,328,1,0,0.1908080578085232,0.00164797436445951,311,0,1,0.1397772311626512,0.01515073422342538,163,0.6210116744041443,0,0.7155296191899835,0.5937492847442627,189,1,0,0.04651307063168777,-0.19079291820526123,221,1,0,0.42301349831940593,-0.17346256971359253,254,1,0,0.8356595458676326,0.01717083156108856,279,1,0,0.8466619880453068,0.0137685602530837,296,1,0,0.7635563000710476,0.00515656499192118,164,1,0,0.3913917480028557,0.4630807638168335
136997523322341e5,3,12645,12553.52429657885,1,1,310,1,0,0.17925792730745116,0.00141254952177405,321,1,0,0.15879590684006883,0.00204034941270947,329,1,0,0.11580486363018155,0.00162181607447564,284,0,1,0.13137893234478745,0.00946931354701519,164,0.5825284123420715,0,0.7049320879454658,0.6444886922836304,193,1,0,0.07173521965973632,-0.127704918384552,231,1,0,0.5724280426570184,-0.22647875547409055,260,1,0,0.8309152093967423,0.00946931354701519,284,1,0,0.8302994205389521,0.01208514533936977,300,1,0,0.7554799149383185,0.0072720143944025,168,1,0,0.4819154395715029,0.5155805349349976
17849857623809577e3,7,12612,12555.118820019145,0,0,309,1,0,0.21260772332404304,-2.2888176317792383e-4,320,1,0,0.16951601332125835,6.866559851914644e-4,328,1,0,0.1519935613848122,1.3733126979786903e-4,308,0,0.800183117389679,0.1317898904403989,0.01826504990458488,175,0.09047073870897292,0,0.6920175571150096,0.34135958552360535,182,0.7940642237663269,0,0.02902518331698758,-0.2099794149398804,220,1,0,0.5484410633142243,-0.11970704793930054,256,1,0,0.8208005649607205,0.0115815969184041,279,1,0,0.849303671205238,0.01588464342057705,296,1,0,0.8312753330928392,0.01359578873962164,168,0.3634851574897766,0,0.3427569515757631,0.3344014585018158
4486621736790789e3,7,12612,12556.876972098473,1,1,310,1,0,0.21774185059315543,0,321,1,0,0.18131796505871475,0,328,1,0,0.15654849842668578,0,296,0,1,0.14220877378480118,0,160,0,1,0.6355286477226725,0.4246160089969635,191,1,0,0.0642135645088324,-0.10033325850963593,228,1,0,0.5137754052487579,-0.21207141876220703,259,1,0,0.9732123777240408,-0.04924985021352768,283,1,0,0.6651178127342788,0,298,1,0,0.4991109534345653,0,166,1,0,0.4287312891490872,0.3697522282600403
15669462528722278e3,2,12595,12557.099729129412,1,1,313,1,0,0.31009417280102775,-0.00273138284683227,324,1,0,0.20777002097585948,-0.00444036722183227,332,1,0,0.09644656311895836,0.01078808307647705,303,0.11842527240514757,0.8415045142173767,0.15014006881059447,0.0021820068359375,159,0.3457846939563751,0,0.6847145149269336,0.5897153615951538,187,1,0,0.02747002207902658,-0.1291676163673401,227,1,0,0.6184516259019481,-0.1924925446510315,259,1,0,0.9103578522293108,6.561279296875e-4,284,1,0,0.8548169459235235,0.0129549503326416,301,1,0,0.7730167100819324,0.00901806354522705,156,0.5262379050254822,0,0.37670670791426675,0.3711757659912109
1686956066918641200,1,12645,12564.840637281724,1,1,310,1,0,0.2514299006972193,-0.00462347269058227,321,1,0,0.18333787144504016,0.0032501220703125,329,1,0,0.16720667334094955,-0.00291448831558227,313,0,0.6629892587661743,0.13748997796597376,0.00828564167022705,168,0,0,0.7364705170314115,0.6515144109725952,181,1,0,0.05332524173642009,-0.14973676204681396,226,1,0,0.5563156842137913,-0.13255512714385986,258,1,0,0.9478993574962256,0.0166780948638916,282,1,0,0.8945045844991183,0.00987255573272705,299,1,0,0.7166578799526289,0.0151522159576416,154,0.4556649029254913,0,0.3923422883283028,0.6538338661193848
12325177004376349e3,2,12662,12573.07794864726,1,1,310,1,0,0.218410286132679,-0.00455152988433837,321,1,0,0.19024834861632084,-0.00162184238433837,329,1,0,0.17552332152478248,-0.00224959850311279,291,0,1,0.13827366126309712,0.01062027923762798,167,0.7526512742042542,0,0.7719707324235792,0.4025765657424927,188,1,0,0.11357588939702185,-0.15103816986083984,230,1,0,0.4858433298420782,-0.1260308027267456,259,1,0,0.8446613189096279,0.01480561215430498,283,1,0,0.8909613294127781,0.00716738030314445,299,1,0,0.7244147585074018,0.01438707951456308,164,1,0,0.519818629398371,0.34523752331733704
13253e15,4,12628,12574.721479305008,1,1,300,1,0,0.22284241079902883,0,308,1,0,0.17854598219748355,0.00456485,314,1,0,0.17828337373717995,0,308,1,1,0.1507922675830404,0,174,0.435246706,0,0.7340130020064374,0.349557281,200,1,0,0.07726367259499571,-0.038320482,229,1,0,0.6055613091828833,-0.141516894,257,1,0,0.6227826882870651,0,278,1,0,0.6314967079167133,0,292,1,0,0.5534236816810465,0.058056563,175,1,0,0.4589388035772391,0.347714454
849042e13,5,12670,12585.434116852835,0,0,301,1,0,0.2101228509418598,-0.004989684,309,1,0,0.1877743960649628,-0.003158629,313,1,0,0.14236576835622072,8.69764e-4,318,1,0,0.0905826541689238,0.003982604,180,0,0,0.7335555510456624,0.939299583,180,1,0,-0.05637593732735645,-0.193499684,227,1,0,0.6167086825338767,-0.224628091,256,1,0,0.8371150183754179,0.046097506,277,1,0,0.83241528088025,0.00654612,291,1,0,0.6483018231090077,0.023025865,168,1,0,0.4101749408746651,0.99798578
9380732602589082e3,1,12662,12589.950184305337,1,1,308,1,0,0.24046682776772044,9.940162999555469e-4,319,1,0,0.25173747313395833,-0.00497007369995117,328,1,0,0.1735544488517528,-0.00193572044372558,288,0,1,0.1224248192533232,0.00758591387420892,166,1,0,0.734046309379375,0.7736062407493591,189,1,0,0.07854250011448208,-0.08470064401626587,227,1,0,0.3565729055477965,-0.1285420060157776,259,1,0,0.7485885885532506,0.00999247934669256,283,1,0,0.8593383623617109,0.00601641461253166,299,1,0,0.7616612311221634,0.0229670088738203,165,1,0,0.46271767588719814,0.6184350848197937
6743744306563797e3,2,12662,12590.916909550877,0,1,310,1,0,0.2537128958412695,-0.00306707620620727,320,1,0,0.22678286975768824,-0.00425726175308227,328,1,0,0.1687265741642194,0.00416571320965886,299,0,0.6784161329269409,0.1415700979435363,0.00865186564624309,161,0.0944533422589302,0.04000915586948395,0.7911948017185015,0.5163195133209229,180,0.8685892820358276,0,0.01401573618208097,-0.14708173274993896,225,1,0,0.4857886346921794,-0.10377663373947144,256,1,0,0.8694012175072002,0.03419546782970428,280,1,0,0.8428369625412054,0.00737010780721902,297,1,0,0.7704244485995017,0.01167315151542425,157,0.4601510763168335,0,0.416637259765745,0.3843899965286255
972909e13,2,12670,12600.498815176006,0,1,301,1,0,0.21892425776529523,0.002151522,308,1,0,0.2255369964993973,-0.001052856,314,1,0,0.242958221620958,-0.011123836,291,0,0.547493696,0.1635637024637921,0.004715038,165,0.25899139,0,0.6667237024555248,0.377340376,198,1,0,-0.00320533675076358,-0.13453877,233,1,0,0.5981053079618005,-0.159716189,260,1,0,0.7312276612123191,0.019638361,280,1,0,0.5211608439046833,0.031265736,293,1,0,0.657269715425768,-0.002151549,167,0.51799804,0,0.43642907596013814,0.206683457
10419879221391935e3,3,12695,12611.813669554836,1,1,311,1,0,0.2505095110622817,0,321,1,0,0.2211593735146135,0,329,1,0,0.1694864973536451,0,290,0,1,0.14661324901838482,0,163,0.8651026487350464,0,0.61157687745332,0.4375878870487213,195,1,0,0.1854825211078936,-0.2616400718688965,226,1,0,0.4174606886394504,-0.13208624720573425,258,1,0,0.7108030835254677,0.05540742352604866,282,1,0,0.8714341440138655,0,298,1,0,0.6896098244095962,0,173,1,0,0.3949537828676185,0.35579439997673035
12702044508946735e3,3,12679,12615.61950246307,1,1,310,1,0,0.3400972033012325,-0.0018463134765625,322,1,0,0.2631234552604512,-0.00395208597183227,331,1,0,0.12916504153227248,0.00907909870147705,306,0.03247119858860969,0.8314946293830872,0.1367026804659865,2.899169921875e-4,150,0.2073243260383606,0.1728847175836563,0.718702629447343,0.42482638359069824,183,1,0,0.13087258357194131,-0.13756006956100464,227,1,0,0.5119764611121584,-0.15660333633422852,259,1,0,0.8727116783196716,-0.00227361917495727,284,1,0,0.7706339096751849,0.02073705196380615,301,1,0,0.662851559308007,0.0153353214263916,147,0.4981612861156464,0,0.474120663924257,0.376089096069336
508450525573018500,2,12679,12616.155328476343,0,1,307,1,0,0.1805893302163105,-0.00352483987808227,318,1,0,0.11601479977110712,-0.00462347269058227,326,1,0,0.11223569296763194,-1.373291015625e-4,276,0,1,0.12155966702943666,0.00755321513861417,168,0.4373235702514648,0,0.7426871562476381,0.29320210218429565,192,1,9.613183792680502e-4,0.00830961676177817,-0.14671552181243896,230,1,0,0.5937090796416918,-0.1420462131500244,260,1,0,0.7851497539710943,0.0465552769601345,282,1,0.01295490935444831,0.7343274616477043,0.01002517715096473,297,1,0.00196841382421553,0.603022825150123,0.01863126643002033,168,0.5870908498764038,0,0.491746149140022,0.233691930770874
972909e13,3,12637,12621.23114609292,1,1,300,1,0,0.3473442278502249,-0.002792418,307,1,0,0.36554860835929776,-0.003891051,312,1,0,0.3044957069480804,-0.002151549,301,0.103898682,0.380544752,0.17809799415293498,0.006912337,169,0.369192034,0,0.6661223565546873,0.446829975,195,1,0,0.05026331416306712,-0.135637462,232,1,0,0.5850504157184979,-0.155230045,259,1,0,0.8350592688808883,0.009475852,280,1,0,0.6064467899035869,0.021652553,293,1,0,0.6462127521583833,0.003982604,168,0.372350663,0,0.393529828055578,0.436484337
927515e13,2,12687,12621.452962563188,0,0,298,1,0,0.28457731916259316,0.001235981,307,1,0,0.2111958656517475,0.015335319,312,1,0,0.199349148600922,-5.95093e-4,298,0,0.993682742,0.1343450407581424,-0.008468747,186,0.292652786,0,0.6888520479228951,0.387411296,194,0.921278715,0,-0.08968322936567599,-0.0828107,231,1,0,0.6439962022063023,-0.137743175,253,1,0,1.0784468352329275,-0.114488423,275,1,0,0.7207165153910495,0.028427556,290,1,0,0.5519166632107325,0.005355917,180,0,0,0.35088231865012287,0.659967959
169509e13,4,12712,12622.155150535533,1,1,310,1,0,0.42377308698067856,-1.52587e-5,320,1,0,0.33972136458842966,-0.006271482,328,1,0,0.2533724578190473,-0.001052856,305,0,0.758968472,0.15334879735360926,0.019943595,151,0.107682921,0.277164876,0.705993504863866,0.396231055,185,1,0,0.09879753115653549,-0.125780106,227,1,0,0.4782257585333962,-0.14082551,258,1,0,0.7034995626274528,0.00767529,282,1,0,0.6158206999842252,0.021469474,299,1,0,0.6213085755453164,0.008590817,149,0.575814426,0,0.49324912337259413,0.336293578
146505e14,1,12695,12622.459946468354,0,1,302,1,0,0.20802773326298069,0.001419089,309,1,0,0.15783339753573364,1.37331e-4,314,1,0,0.10759714557709964,-0.004440367,318,1,0.021881437,0.10332779407194348,0.002700847,166,0.060395207,0.357656211,0.6725294369840281,0.880521834,184,1,0,-0.02746740791147094,-0.073838413,226,1,0,0.575357876238094,-0.198443532,256,1,0,0.7412008626941731,0.041519798,277,1,0,0.7463018298374281,0.006454566,291,1,0,0.645246956729587,0.01405356,168,1,0,0.3340579506983376,0.653101385
13645891850117116e3,2,12699,12624.034747729023,1,1,311,1,0,0.3345309143472163,-0.0014495849609375,321,1,0,0.29420896607563235,-0.00270086526870727,329,1,0,0.21936412295445692,-0.0010833740234375,307,0.15703058242797852,0.8548561930656433,0.14514095936860016,0.0135958194732666,150,0.1764705777168274,0.8583962917327881,0.7110394343250811,0.6093690395355225,184,1,0,0.03475553045960506,-0.11967653781175612,227,1,0,0.38077031219142177,-0.11570918560028076,258,1,0,0.761871006709372,0.00944530963897705,281,1,0,0.5446417219264461,0.02143895626068115,298,1,0,0.5814467375802567,0.00590527057647705,149,0.8260776996612549,0,0.4709361943518318,0.16646063327789307
151836e14,2,12679,12626.82769986994,1,1,300,1,0,0.2181070276736054,0.005264362,308,1,0,0.1904280127428687,0.007003891,313,1,0,0.18029530632118668,-0.001785278,317,1,0.120531015,0.17694717238579294,0.014694439,173,0.315878153,0,0.7181562426359832,0.656397343,190,1,0,0.14511856391359856,-0.318196416,227,1,0,0.3985970006796993,-0.113481343,257,1,0,0.9064468469387416,0.050400551,277,1,0,0.8483365968095758,0.007736325,291,1,0,0.8101624182118828,0.002151522,171,0.940642416,0,0.45795020480151366,0.673151731
17849857623809577e3,5,12712,12628.913303852136,0,1,303,1,0,0.23889232857005133,0.00297550926916301,315,1,0,0.23579609323930523,-0.0017852783203125,325,1,0,0.1927412660364776,-0.00215154886245727,300,0,0.9880064129829408,0.16682220562972427,0.01222247723489999,174,0.19343861937522888,0,0.740459318853266,0.3147173225879669,182,0.9677577018737792,0,0.01833337050239879,-0.1396658420562744,225,1,0,0.6197777878211841,-0.1287708878517151,257,1,0,0.7406172788487255,0.02558938041329384,281,1,0,0.8565827835806893,0.01084916479885578,298,1,0,0.9093816826361965,0.015152208507061,166,0.35672542452812195,0,0.4438321973208819,0.29274433851242065
152427e14,2,12671,12628.950705545472,1,1,302,1,0,0.2446010829136629,3.50952e-4,309,1,0,0.22015176593837593,-0.007522703,314,1,0,0.1483980578012689,0.001174927,308,0.272907615,0.325612247,0.1334501147402454,0.006088376,161,0.291554153,0,0.6775515139774212,0.425589323,194,1,0,0.1442409637388331,-0.144762337,232,1,0,0.6405401846438299,-0.13768214,259,1,0,0.7075689996312192,0.029892443,279,1,0,0.4892280314276445,0.015030146,292,1,0,0.5117207382781737,0.016220331,160,0.490409732,0,0.47593733089430934,0.262256861
920384e12,1,12712,12629.108820619624,0,1,301,1,0,0.2774319498519529,0,309,1,0,0.22997960119300548,0,314,1,0,0.1811151865039209,0,318,1,0,0.15184003570560434,0.005187245,173,0.340570331,0,0.7485413682418142,0.362513393,191,1,0,0.1195306245468862,-0.329344183,228,1,0,0.4606529001033656,-0.100110173,256,1,0,1.045428634065193,0,278,1,0,0.6857973739161047,0.029928964,290,1,0,0.6063809537255087,0,163,1,0,0.5102480951416491,0.382532775
174249e14,1,12726,12634.986312674611,1,1,300,1,0,0.24379596710318435,0.002609293,308,1,0,0.2045856559459338,-5.95093e-4,313,1,0,0.16689172762036147,4.57771e-5,308,0.300556958,0.454413682,0.13925045823319215,0.006729228,154,0.22502479,0,0.7165574081893539,0.289356828,192,1,0,0.15605354390235002,-0.141405344,232,1,0,0.4647301069934005,-0.133806348,259,1,0,0.6973238968257288,0.013138019,280,1,0,0.5005734231882206,0.021286337,291,1,0,0.46299098505414543,0.009933623,163,0.78995955,0,0.5235135915855214,0.291737229
